"G.A.B. Canvass Reporting System",,,,,,,,,,,,,
,,,,,,,,,,,,,
"Ward by Ward Report",,,,,,,,,,,,,
,,,,,,,,,,,,,
"2012 PRESIDENTIAL AND GENERAL ELECTION",,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
"President of the United States",,,,,,,,,,,,,
,,,,,,,,,,,,,
,,"Total Votes Cast","REP","DEM","CON","IND",,"IND","IND","IND","IND","IND",
,,,"MITT ROMNEY
PAUL RYAN","BARACK OBAMA
JOE BIDEN","VIRGIL GOODE
JIM CLYMER","GARY JOHNSON
JAMES P. GRAY",,"GLORIA LA RIVA
FILBERTO RAMIREZ, JR.","JERRY WHITE
PHYLLIS SCHERRER","JILL STEIN
BEN MANSKI","ROSS C. ROCKY ANDERSON
LUIS J. RODRIGUEZ (WRITE-IN)","ROSEANNE BARR
CINDY LEE SHEEHAN (WRITE IN)","SCATTERING"
,"CITY OF SHEBOYGAN WARD 16",904,399,496,1,4,,0,0,4,0,0,0
,"CITY OF SHEBOYGAN WARD 17",774,327,437,2,4,,1,3,0,0,0,0
,"CITY OF SHEBOYGAN WARD 18",848,265,569,3,8,,2,0,1,0,0,0
,"CITY OF SHEBOYGAN WARD 19","1,226",497,709,6,13,,0,0,1,0,0,0
,"CITY OF SHEBOYGAN WARD 20","1,013",398,606,0,8,,0,1,0,0,0,0
,"CITY OF SHEBOYGAN WARD 21",543,178,358,0,5,,0,0,1,0,0,1
,"CITY OF SHEBOYGAN WARD 22","1,334",536,784,3,7,,0,2,2,0,0,0
,"CITY OF SHEBOYGAN WARD 23","1,393",622,759,5,6,,0,0,1,0,0,0
,"CITY OF SHEBOYGAN WARD 24","1,404",608,781,4,6,,0,0,5,0,0,0
,"CITY OF SHEBOYGAN WARD 25","1,031",453,575,2,1,,0,0,0,0,0,0
,"CITY OF SHEBOYGAN WARD 26","1,019",474,540,0,4,,0,0,1,0,0,0
,"CITY OF SHEBOYGAN FALLS WARDS 1-2 & 9","1,702","1,010",672,4,12,,0,0,3,0,0,1
,"CITY OF SHEBOYGAN FALLS WARDS 3-5","1,515",766,730,2,15,,0,0,2,0,0,0
,"CITY OF SHEBOYGAN FALLS WARDS 6-8","1,424",715,692,3,10,,0,0,2,0,0,2
,"County Totals:","62,651","34,072","27,918",116,372,,10,15,115,4,3,26
"TAYLOR ","TOWN OF AURORA Ward 1",164,96,65,1,1,,1,0,0,0,0,0
,"TOWN OF BROWNING Ward 1",400,268,125,2,3,,0,0,2,0,0,0
,"TOWN OF CHELSEA Ward 1",379,241,134,0,1,,0,2,0,0,0,1
,"TOWN OF CLEVELAND Ward 1",122,90,31,0,1,,0,0,0,0,0,0
,"TOWN OF DEER CREEK Ward 1",345,224,115,2,1,,0,0,1,0,0,2
,"TOWN OF FORD Ward 1",131,70,60,0,0,,0,0,0,0,0,1
,"TOWN OF GOODRICH Ward 1",266,180,80,1,3,,1,0,1,0,0,0
,"TOWN OF GREENWOOD Ward 1",327,186,132,3,1,,0,1,2,0,0,2
,"TOWN OF GROVER Ward 1",116,80,33,1,2,,0,0,0,0,0,0
,"TOWN OF HAMMEL Wards 1 - 2",395,253,135,1,3,,0,0,2,0,0,1
,"TOWN OF HOLWAY Ward 1",273,171,99,0,3,,0,0,0,0,0,0
,"TOWN OF JUMP RIVER Ward 1",129,70,55,1,2,,0,0,1,0,0,0
,"TOWN OF LITTLE BLACK Wards1 & 2",562,325,230,2,4,,0,0,1,0,0,0
,"TOWN OF MAPLEHURST Ward 1",173,102,67,0,2,,2,0,0,0,0,0
,"TOWN OF MCKINLEY Ward 1",170,109,54,3,1,,0,1,1,0,0,1
,"TOWN OF MEDFORD Wards 1-3","1,261",814,434,1,6,,1,0,3,0,0,2
,"TOWN OF MOLITOR Ward 1",181,103,76,2,0,,0,0,0,0,0,0
,"TOWN OF PERSHING Ward 1",79,35,43,1,0,,0,0,0,0,0,0
,"TOWN OF RIB LAKE Wards 1 - 2",407,245,160,0,2,,0,0,0,0,0,0
,"TOWN OF ROOSEVELT Ward 1",178,81,94,0,2,,0,0,0,0,0,1
,"TOWN OF TAFT Ward 1",151,76,73,1,0,,0,0,1,0,0,0
,"TOWN OF WESTBORO Ward 1",398,227,168,0,0,,0,1,1,0,0,1
,"VILLAGE OF GILMAN Ward",189,86,97,0,1,,0,0,4,0,0,1
,"VILLAGE OF LUBLIN Ward",55,28,27,0,0,,0,0,0,0,0,0
,"VILLAGE OF RIB LAKE Ward 1",394,202,185,3,1,,1,0,2,0,0,0
,"VILLAGE OF STETSONVILLE Ward 1",238,128,108,1,1,,0,0,0,0,0,0
,"CITY OF MEDFORD Wards 1-8","2,029","1,111",883,5,17,,1,1,6,0,0,5
,"County Totals:","9,512","5,601","3,763",31,58,,7,6,28,0,0,18
"TREMPEALEAU ","TOWN OF ALBION Wards 1 & 2",316,137,175,1,3,,0,0,0,0,0,0
,"TOWN OF ARCADIA WARDS 1 - 4",842,409,423,0,6,,0,0,4,0,0,0
,"TOWN OF BURNSIDE WARDS 1 - 2",228,93,133,0,0,,0,1,0,0,0,1
,"TOWN OF CALEDONIA WARDS 1 - 2",506,236,262,3,1,,0,0,3,0,0,1
,"TOWN OF CHIMNEY ROCK WARD 1",131,57,74,0,0,,0,0,0,0,0,0
,"TOWN OF DODGE Ward 1",238,95,138,0,5,,0,0,0,0,0,0
,"TOWN OF ETTRICK Wards 1-2",695,275,412,1,3,,0,0,4,0,0,0
,"TOWN OF GALE WARDS 1 - 3",926,437,479,3,5,,0,0,0,0,0,2
,"TOWN OF HALE WARD 1",535,235,297,0,3,,0,0,0,0,0,0
,"TOWN OF LINCOLN WARDS 1 - 2",319,123,192,0,2,,0,1,0,0,0,1
,"TOWN OF PIGEON WARDS 1 - 2",355,152,194,0,6,,0,0,2,0,0,1
,"TOWN OF PRESTON WARDS 1 - 3",406,166,236,2,0,,0,0,2,0,0,0
,"TOWN OF SUMNER WARD 1",425,216,206,0,1,,0,0,2,0,0,0
,"TOWN OF TREMPEALEAU Wards 1-2",989,480,498,2,2,,1,0,6,0,0,0
,"TOWN OF UNITY WARDS 1 - 2",279,114,160,1,4,,0,0,0,0,0,0
,"VILLAGE OF ELEVA WARD 1",288,96,190,0,1,,1,0,0,0,0,0
,"VILLAGE OF ETTRICK Ward 1",247,98,146,0,2,,1,0,0,0,0,0
,"VILLAGE OF PIGEON FALLS WARD 1",190,78,110,0,1,,0,0,0,0,0,1
,"VILLAGE OF STRUM Wards 1 & 2",520,174,336,1,8,,0,0,1,0,0,0
,"VILLAGE OF TREMPEALEAU WARDS 1 & 2",855,363,482,2,6,,0,0,1,0,0,1
,"CITY OF ARCADIA Ward 1 - 3",853,350,492,3,5,,0,0,2,0,0,1
,"CITY OF BLAIR Wards 1-3",499,178,312,1,5,,0,0,3,0,0,0
,"CITY OF GALESVILLE WARDS 1 - 3",765,332,414,2,6,,0,1,7,0,0,3
,"CITY OF INDEPENDENCE Wards 1-3",500,207,286,0,2,,0,1,3,0,0,1
,"CITY OF OSSEO Wards 1 - 3",880,345,527,1,4,,0,1,1,0,0,1
,"CITY OF WHITEHALL WARDS 1 - 3",694,261,431,0,1,,0,0,0,0,0,1
,"County Totals:","13,481","5,707","7,605",23,82,,3,5,41,0,0,15
"VERNON ","TOWN OF BERGEN Wards 1 - 3",793,345,434,2,6,,0,0,6,0,0,0
,"TOWN OF CHRISTIANA Wards 1 & 2",490,226,260,0,4,,0,0,0,0,0,0
,"TOWN OF CLINTON Wards 1 & 2",245,117,121,0,1,,0,1,5,0,0,0
,"TOWN OF COON WARDS 1 & 2",429,193,233,0,0,,2,0,1,0,0,0
,"TOWN OF FOREST WARD 1",267,126,132,1,0,,0,0,8,0,0,0
,"TOWN OF FRANKLIN WARD 1 & 2",538,285,232,7,1,,0,0,5,0,0,8
,"TOWN OF GENOA WARDS 1 & 2",432,159,269,1,3,,0,0,0,0,0,0
,"TOWN OF GREENWOOD WARD 1",193,84,101,2,0,,1,0,1,0,0,4
,"TOWN OF HAMBURG WARDS 1 & 2",556,250,298,0,5,,0,0,2,0,0,1
,"TOWN OF HARMONY WARDS 1 - 3",349,153,190,2,2,,0,0,2,0,0,0
,"TOWN OF HILLSBORO WARDS 1 - 3",360,176,174,0,7,,0,0,0,0,0,3
,"TOWN OF JEFFERSON WARDS 1 - 4",578,247,316,3,5,,0,0,2,0,0,5
,"TOWN OF KICKAPOO WARD 1",281,111,163,0,1,,1,0,5,0,0,0
,"TOWN OF LIBERTY WARD 1",144,56,81,1,2,,0,0,3,0,0,1
,"TOWN OF STARK WARDS 1 - 2",199,81,112,0,5,,0,0,1,0,0,0
,"TOWN OF STERLING WARD 1",313,162,138,1,8,,0,0,4,0,0,0
,"TOWN OF UNION WARD 1 - 3",224,97,118,2,2,,0,0,4,0,0,1
,"TOWN OF VIROQUA WARDS 1 - 4",977,447,515,0,8,,1,0,3,0,0,3
,"TOWN OF WEBSTER WARDS 1 - 2",348,120,211,0,4,,1,0,10,0,0,2
,"TOWN OF WHEATLAND WARD 1",307,127,177,1,0,,1,0,1,0,0,0
,"TOWN OF WHITESTOWN WARD 1",228,111,106,6,3,,0,0,2,0,0,0
,"VILLAGE OF CHASEBURG WARD 1",148,69,74,2,2,,0,0,0,0,0,1
,"VILLAGE OF COON VALLEY Ward 1",422,172,246,0,4,,0,0,0,0,0,0
,"VILLAGE OF DE SOTO WARD 1",114,50,64,0,0,,0,0,0,0,0,0
,"VILLAGE OF GENOA WARD 1",130,44,86,0,0,,0,0,0,0,0,0
,"VILLAGE OF LA FARGE WARD 1",332,108,217,0,5,,0,0,2,0,0,0
,"VILLAGE OF ONTARIO Ward 1",182,79,97,0,3,,0,0,2,0,0,1
,"VILLAGE OF READSTOWN WARD 1",189,62,122,2,1,,0,0,1,0,0,1
,"VILLAGE OF STODDARD Ward 1",428,155,271,0,1,,0,0,1,0,0,0
,"VILLAGE OF VIOLA WARD 1",112,57,53,0,2,,0,0,0,0,0,0
,"CITY OF HILLSBORO WARDS 1 - 4",667,260,400,2,3,,0,0,2,0,0,0
,"CITY OF VIROQUA Wards 1-9","2,196",830,"1,326",6,11,,1,1,21,0,0,0
,"CITY OF WESTBY WARDS 1 - 5","1,098",383,707,1,4,,0,0,2,0,0,1
,"County Totals:","14,269","5,942","8,044",42,103,,8,2,96,0,0,32
"VILAS ","TOWN OF ARBOR VITAE Wards 1-7","2,094","1,192",880,5,8,,0,0,3,0,0,6
,"TOWN OF BOULDER JUNCTION Wards 1-2",732,419,303,0,5,,0,0,3,0,0,2
,"TOWN OF CLOVERLAND Wards 1-2",720,428,279,2,6,,0,0,3,0,0,2
,"TOWN OF CONOVER Ward 1-2",818,473,338,0,5,,0,0,2,0,0,0
,"TOWN OF LAC DU FLAMBEAU Wards 1-7","1,588",518,"1,059",0,4,,0,0,3,0,0,4
,"TOWN OF LAND O-LAKES Ward 1",589,357,229,1,1,,0,0,0,0,0,1
,"TOWN OF LINCOLN Wards 1-5","1,560",927,616,2,5,,0,1,4,0,0,5
,"TOWN OF MANITOWISH WATERS Ward 1",531,370,156,0,4,,1,0,0,0,0,0
,"TOWN OF PHELPS Wards 1-2",793,467,317,0,5,,0,0,2,0,0,2
,"TOWN OF PLUM LAKE Wards 1-2",387,218,164,0,3,,0,0,1,0,0,1
,"TOWN OF PRESQUE ISLE Ward 1",561,335,222,0,1,,0,0,2,0,0,1
,"TOWN OF ST. GERMAIN Wards 1-2","1,381",844,523,4,3,,1,0,5,0,0,1
,"TOWN OF WASHINGTON Wards 1-3","1,036",598,434,0,3,,0,0,1,0,0,0
,"TOWN OF WINCHESTER Ward 1",342,221,117,0,2,,0,0,2,0,0,0
,"CITY OF EAGLE RIVER Wards 1-5",710,382,314,3,6,,0,0,4,0,0,1
,"County Totals:","13,842","7,749","5,951",17,61,,2,1,35,0,0,26
"WALWORTH ","TOWN OF BLOOMFIELD WARDS 1-2",718,383,325,5,3,,0,0,2,0,0,0
,"TOWN OF DARIEN Wards 1 - 3",876,517,353,0,5,,0,0,0,0,0,1
,"TOWN OF DELAVAN Wards 1-11","2,757","1,583","1,127",4,24,,2,1,2,0,0,14
,"TOWN OF EAST TROY WARD 1",512,383,128,0,1,,0,0,0,0,0,0
,"TOWN OF EAST TROY WARDS 2 & 3",890,617,261,0,6,,0,1,2,0,0,3
,"TOWN OF EAST TROY WARDS 4-6","1,177",807,355,3,9,,0,0,3,0,0,0
,"TOWN OF GENEVA Wards 1-8","2,567","1,523","1,021",5,14,,1,0,2,0,0,1
,"TOWN OF LAFAYETTE WARDS 1,2,3,","1,230",793,426,2,5,,0,0,4,0,0,0
,"TOWN OF LA GRANGE Ward 1-3","1,432",925,483,2,10,,0,1,4,0,0,7
,"TOWN OF LINN Wards 1, 2, 3, 4, 6","1,062",652,400,0,7,,0,0,3,0,0,0
,"TOWN OF LINN Ward 5",251,169,81,0,1,,0,0,0,0,0,0
,"TOWN OF LYONS Wards 1-7","1,980","1,245",713,0,16,,0,0,2,0,0,4
,"TOWN OF RICHMOND WARDS 1-3","1,044",548,485,2,4,,1,0,2,0,0,2
,"TOWN OF SHARON Ward 1",489,297,189,0,3,,0,0,0,0,0,0
,"TOWN OF SPRING PRAIRIE Wards 1-4","1,371",937,420,2,10,,1,0,1,0,0,0
,"TOWN OF SUGAR CREEK Wards 1-5","2,236","1,322",883,5,14,,0,0,8,0,0,4
,"TOWN OF TROY Wards 1-3","1,513",985,515,1,11,,0,0,1,0,0,0
,"TOWN OF WALWORTH WARDS 1-3",943,640,291,1,6,,0,1,1,0,0,3
,"TOWN OF WHITEWATER Ward 1, 2",855,482,359,0,8,,0,0,3,0,0,3
,"TOWN OF WHITEWATER Ward 3",66,32,33,1,0,,0,0,0,0,0,0
,"VILLAGE OF BLOOMFIELD WARDS 1 - 5","1,929","1,043",844,10,28,,0,0,2,0,0,2
,"VILLAGE OF DARIEN Wards 1, 2",689,328,355,0,6,,0,0,0,0,0,0
,"VILLAGE OF EAST TROY Wards 1-5","2,439","1,531",881,4,13,,0,0,4,0,0,6
,"VILLAGE OF FONTANA Wards 1-3",955,603,340,0,10,,0,0,1,0,0,1
,"VILLAGE OF GENOA CITY WARD 1 -4","1,310",708,574,2,18,,0,1,4,0,0,3
,"VILLAGE OF MUKWONAGO WARD 11",63,39,24,0,0,,0,0,0,0,0,0
,"VILLAGE OF SHARON WARDS 1 & 2",666,302,352,1,7,,0,2,2,0,0,0
,"VILLAGE OF WALWORTH Wards 1 - 3","1,244",727,498,0,11,,1,0,5,0,0,2
,"VILLAGE OF WILLIAMS BAY Wards 1 - 4","1,481",885,576,6,8,,0,0,3,0,0,3
,"CITY OF BURLINGTON WARD 9",0,0,0,0,0,,0,0,0,0,0,0
,"CITY OF DELAVAN Wards 1-14","3,573","1,671","1,842",11,33,,1,1,9,0,0,5
,"CITY OF ELKHORN WARD 1-7","4,635","2,473","2,116",4,25,,0,0,6,0,0,11
,"CITY OF ELKHORN WARD 8",0,0,0,0,0,,0,0,0,0,0,0
,"CITY OF LAKE GENEVA Wards 1, 2",975,478,484,4,7,,0,0,1,0,0,1
,"CITY OF LAKE GENEVA Wards 3, 4",783,382,388,0,10,,0,0,2,0,0,1
,"CITY OF LAKE GENEVA Wards 5, 6, 10",882,438,431,0,8,,1,1,2,0,0,1
,"CITY OF LAKE GENEVA Wards 7, 8, 9",787,369,414,0,2,,0,0,2,0,0,0
,"CITY OF WHITEWATER WARDS 1,2","1,259",494,744,0,13,,0,1,4,0,0,3
,"CITY OF WHITEWATER WARDS 3,4","1,147",435,675,3,24,,0,0,7,0,0,3
,"CITY OF WHITEWATER WARDS 5,6","1,568",628,906,4,16,,2,0,3,0,0,9
,"CITY OF WHITEWATER WARDS 7,8,9","1,949",632,"1,260",1,45,,0,0,5,0,0,6
,"County Totals:","52,303","29,006","22,552",83,441,,10,10,102,0,0,99
"WASHBURN ","TOWN OF BARRONETT WARD 1",223,111,107,0,2,,0,0,2,0,0,1
,"TOWN OF BASHAW Ward 1-3",593,344,246,1,2,,0,0,0,0,0,0
,"TOWN OF BASS LAKE WARD 1",298,167,125,0,4,,0,0,2,0,0,0
,"TOWN OF BEAVER BROOK WARDS 1-3",427,224,193,1,5,,0,0,2,0,0,2
,"TOWN OF BIRCHWOOD WARDS 1 - 3",364,231,127,0,4,,0,0,0,0,0,2
,"TOWN OF BROOKLYN WARD 1",166,79,81,1,3,,0,0,1,0,0,1
,"TOWN OF CASEY WARD 1",274,129,139,0,1,,1,0,2,0,0,2
,"TOWN OF CHICOG WARDS 1 -2",182,71,110,0,0,,0,0,1,0,0,0
,"TOWN OF CRYSTAL WARDS 1 -  2",158,88,65,1,1,,0,0,0,0,0,3
,"TOWN OF EVERGREEN WARDS 1 - 2",674,350,315,0,7,,0,0,1,0,0,1
,"TOWN OF FROG CREEK WARD 1",80,39,40,0,1,,0,0,0,0,0,0
,"TOWN OF GULL LAKE Ward 1",120,50,65,0,4,,0,0,1,0,0,0
,"TOWN OF LONG LAKE WARD 1",434,218,212,2,1,,0,0,0,0,0,1
,"TOWN OF MADGE WARDS 1 - 3",345,158,187,0,0,,0,0,0,0,0,0
,"TOWN OF MINONG WARD 1 - 2",564,278,277,1,3,,0,0,3,0,0,2
,"TOWN OF SARONA WARD 1 -2",219,133,83,1,1,,0,0,0,0,0,1
,"TOWN OF SPOONER WARDS 1 - 3",456,246,202,0,7,,0,0,1,0,0,0
,"TOWN OF SPRINGBROOK WARD 1",250,137,107,0,2,,1,0,3,0,0,0
,"TOWN OF STINNETT WARD 1",125,75,49,0,0,,1,0,0,0,0,0
,"TOWN OF STONE LAKE WARD 1",291,166,121,0,3,,0,0,1,0,0,0
,"TOWN OF TREGO WARDS 1 - 2",574,293,268,2,8,,0,0,2,0,0,1
,"VILLAGE OF BIRCHWOOD Ward 1",224,105,115,0,3,,0,0,1,0,0,0
,"VILLAGE OF MINONG Ward 1",247,95,149,1,2,,0,0,0,0,0,0
,"CITY OF SPOONER Wards 1-4","1,240",570,649,1,15,,0,0,2,0,0,3
,"CITY OF SHELL LAKE WARDS 1 - 2",759,342,415,1,0,,0,1,0,0,0,0
,"County Totals:","9,287","4,699","4,447",13,79,,3,1,25,0,0,20
"WASHINGTON ","TOWN OF ADDISON WARDS 1-6","2,126","1,604",504,3,9,,1,1,3,0,0,1
,"TOWN OF BARTON Wards 1 - 4","1,736","1,238",478,3,10,,0,0,4,0,0,3
,"TOWN OF ERIN WARDS 1-4","2,609","1,916",654,24,8,,1,0,2,0,0,4
,"TOWN OF FARMINGTON Wards 1-5","2,238","1,679",533,6,12,,1,0,4,0,0,3
,"TOWN OF GERMANTOWN Ward 1",172,124,46,1,1,,0,0,0,0,0,0
,"TOWN OF HARTFORD WARDS 1-5","2,293","1,693",588,3,5,,0,1,2,0,0,1
,"TOWN OF JACKSON WARDS 1 - 6","2,843","2,239",579,1,18,,0,1,3,0,0,2
,"TOWN OF KEWASKUM WARD 1 & 2",702,508,189,2,2,,0,0,1,0,0,0
,"TOWN OF POLK WARDS 1-6","2,564","1,948",601,8,6,,0,0,1,0,0,0
,"TOWN OF TRENTON WDS 1,2,8",639,457,178,0,2,,0,0,1,0,0,1
,"TOWN OF TRENTON WDS 3,4,5,6,7","2,374","1,763",592,3,10,,0,0,2,1,1,2
,"TOWN OF WAYNE Wards 1 - 3","1,307","1,028",266,1,8,,0,0,2,0,0,2
,"TOWN OF WEST BEND Wards 1-10","3,112","2,299",787,3,15,,0,0,7,0,0,1
,"VILLAGE OF GERMANTOWN Wards 1,8,10 & 11","3,076","2,214",840,0,12,,0,0,6,0,0,4
,"VILLAGE OF GERMANTOWN Wards 2,5,6 & 7","2,900","1,800","1,069",2,18,,0,0,9,1,0,1
,"VILLAGE OF GERMANTOWN Wards 3,16,4,17 & 9","3,063","2,030","1,008",1,17,,1,1,2,0,0,3
,"VILLAGE OF GERMANTOWN Wards 12 -15","3,344","2,394",922,3,13,,0,0,6,0,0,6
,"VILLAGE OF JACKSON WARDS 1-9","3,929","2,715","1,172",9,25,,0,0,4,1,0,3
,"VILLAGE OF KEWASKUM WARDS 1 - 5","2,286","1,573",682,2,11,,1,1,7,1,0,8
,"VILLAGE OF NEWBURG Wards 1 & 2",621,461,157,0,2,,0,0,0,0,0,1
,"VILLAGE OF RICHFIELD WARDS 1 2","1,811","1,372",422,1,13,,0,0,1,0,0,2
,"VILLAGE OF RICHFIELD WARD 3",675,487,186,2,0,,0,0,0,0,0,0
,"VILLAGE OF RICHFIELD WARD 4",863,678,176,1,6,,0,0,0,0,0,2
,"VILLAGE OF RICHFIELD WARDS 5 6","2,199","1,661",519,6,10,,0,0,1,0,0,2
,"VILLAGE OF RICHFIELD WARDS 7 8 9","2,164","1,580",573,0,8,,0,0,2,0,0,1
,"VILLAGE OF SLINGER wards 1-8","2,905","2,011",862,4,22,,0,0,4,0,0,2
,"CITY OF HARTFORD Wards 1, 2","1,103",759,334,2,6,,0,0,1,0,0,1
,"CITY OF HARTFORD Wards 3-5","1,330",891,425,1,5,,0,0,6,0,0,2
,"CITY OF HARTFORD Wards 6, 9, 10, 15-17, 20","2,172","1,362",775,3,19,,0,0,6,0,0,7
,"CITY OF HARTFORD Wards 7, 8",338,219,112,2,2,,0,0,2,0,0,1
,"CITY OF HARTFORD Wards 11-14","2,471","1,500",935,3,22,,0,0,9,0,0,2
,"CITY OF MILWAUKEE Ward 318",0,0,0,0,0,,0,0,0,0,0,0
,"CITY OF WEST BEND Wards 1-3","2,057","1,281",751,0,17,,0,1,5,0,0,2
,"CITY OF WEST BEND Wards 4-6","2,285","1,363",887,2,17,,1,0,9,0,1,5
,"CITY OF WEST BEND Wards 7-8","2,365","1,580",761,6,12,,1,0,4,0,0,1
,"CITY OF WEST BEND Wards 9-10","2,008","1,320",662,3,11,,1,0,5,0,0,6
,"CITY OF WEST BEND Wards 11-14","1,876","1,126",724,2,15,,0,1,4,0,0,4
,"CITY OF WEST BEND Wards 15-19","1,972","1,224",716,2,24,,0,0,3,0,0,3
,"CITY OF WEST BEND Wards 20-22","1,946","1,214",705,4,14,,2,0,4,0,0,3
,"CITY OF WEST BEND Wards 23-24, 26","2,264","1,451",795,3,8,,0,0,7,0,0,0
,"CITY OF WEST BEND Ward 25",4,3,1,0,0,,0,0,0,0,0,0
,"County Totals:","78,742","54,765","23,166",122,435,,10,7,139,4,2,92
"WAUKESHA ","TOWN OF BROOKFIELD Wards 1, 3, 4","1,371",922,440,2,5,,0,0,2,0,0,0
,"TOWN OF BROOKFIELD Wards 2, 6, 8","1,231",731,496,0,4,,0,0,0,0,0,0
,"TOWN OF BROOKFIELD Wards 5, 7",900,630,264,1,2,,0,0,0,0,0,3
,"TOWN OF BROOKFIELD Ward 9",292,192,98,0,0,,0,0,1,0,0,1
,"TOWN OF BROOKFIELD Ward 10",346,219,122,0,3,,0,0,0,0,0,2
,"TOWN OF DELAFIELD WARDS 1, 2, 5, 6","2,034","1,527",497,0,9,,0,0,0,0,0,1
,"TOWN OF DELAFIELD WARDS 3, 4","1,195",967,218,1,8,,0,0,1,0,0,0
,"TOWN OF DELAFIELD WARDS 7, 8",935,707,221,1,5,,0,0,0,0,0,1
,"TOWN OF DELAFIELD WARDS 9, 10, 11","1,319",954,358,1,5,,0,0,1,0,0,0
,"TOWN OF EAGLE WARDS 1-4","2,208","1,617",576,1,10,,0,1,2,0,0,1
,"TOWN OF GENESEE Ward 1,3,5 & 9","1,555","1,144",396,1,7,,0,0,0,0,0,7
,"TOWN OF GENESEE Ward 2, 4 & 10","1,611","1,153",447,2,6,,0,0,1,0,0,2
,"TOWN OF GENESEE Ward 6,7 & 8","1,828","1,286",522,3,11,,0,0,5,0,0,1
,"TOWN OF LISBON WARD 1, 6","2,163","1,572",571,4,13,,0,0,1,0,0,2
,"TOWN OF LISBON WARD 2","1,426",954,465,1,3,,0,0,3,0,0,0
,"TOWN OF LISBON WARD 3",735,546,184,2,1,,1,0,0,0,0,1
,"TOWN OF LISBON WARD 4, 5","2,332","1,710",607,0,11,,1,0,1,0,0,2
,"TOWN OF MERTON Wards 1, 2, 3, 7, 8, 9","3,728","2,937",763,1,19,,0,0,2,0,0,6
,"TOWN OF MERTON Wards, 4, 5, 6, 10","1,815","1,346",452,1,10,,0,0,1,0,0,5
,"TOWN OF MUKWONAGO WARDS 1,2,3,7,8,9,10, 11","3,389","2,490",869,3,18,,0,0,1,0,0,8
,"TOWN OF MUKWONAGO WARDS 4,5,6","1,552","1,157",378,3,7,,0,0,3,0,0,4
,"TOWN OF OCONOMOWOC Wards 1,2,& 4","2,115","1,576",525,3,9,,0,1,1,0,0,0
,"TOWN OF OCONOMOWOC Wards 3,6,& 7","1,777","1,207",549,6,5,,1,0,2,0,0,7
,"TOWN OF OCONOMOWOC Wards  5,8,& 9","1,750","1,283",453,3,7,,1,0,3,0,0,0
,"TOWN OF OCONOMOWOC Ward 10",23,16,7,0,0,,0,0,0,0,0,0
,"TOWN OF OTTAWA WARDS 1-5","2,519","1,771",722,5,11,,1,1,3,0,0,5
,"TOWN OF VERNON WARD 1, 8-11","2,285","1,626",639,6,8,,0,1,4,0,0,1
,"TOWN OF VERNON WARD 2-7","2,833","2,024",790,3,12,,0,0,1,0,0,3
,"TOWN OF WAUKESHA Wards 1,8",965,589,369,0,3,,0,0,2,0,0,2
,"TOWN OF WAUKESHA Wards  2,3,4,5,6","2,708","1,939",744,6,12,,0,0,4,0,0,3
,"TOWN OF WAUKESHA Wards 7,9,10,11","2,162","1,555",592,1,6,,0,0,5,0,0,3
,"TOWN OF WAUKESHA Ward 12",7,5,2,0,0,,0,0,0,0,0,0
,"VILLAGE OF BIG BEND WARDS 1-3",798,545,239,1,4,,0,0,4,0,0,5
,"VILLAGE OF BUTLER WARDS 1-3","1,097",647,431,6,7,,0,0,2,0,0,4
,"VILLAGE OF CHENEQUA Ward 1",380,327,48,1,4,,0,0,0,0,0,0
,"VILLAGE OF DOUSMAN Wards 1-3","1,359",938,413,2,6,,0,0,0,0,0,0
,"VILLAGE OF EAGLE WARDS 1-2","1,106",807,283,0,8,,1,1,2,0,0,4
,"VILLAGE OF ELM GROVE Wards 1-4","2,335","1,605",710,3,11,,1,1,3,0,0,1
,"VILLAGE OF ELM GROVE Wards 5-8","2,051","1,363",678,1,7,,0,0,1,0,0,1
,"VILLAGE OF HARTLAND WARDS 1-6","2,639","1,701",909,0,22,,0,0,2,0,0,5
,"VILLAGE OF HARTLAND WARDS 7-12","2,747","1,965",762,2,12,,0,0,5,0,0,1
,"VILLAGE OF LAC LA BELLE WARD 1",219,174,44,0,1,,0,0,0,0,0,0
,"VILLAGE OF LANNON WARDS 1-2",691,432,249,0,6,,0,0,3,0,0,1
,"VILLAGE OF MENOMONEE FALLS WARD 1","1,413",904,499,3,6,,0,0,1,0,0,0
,"VILLAGE OF MENOMONEE FALLS WARD 2",837,532,295,2,5,,0,0,3,0,0,0
,"VILLAGE OF MENOMONEE FALLS WARD 3","1,178",725,440,3,3,,0,0,6,0,0,1
,"VILLAGE OF MENOMONEE FALLS WARD 4",604,396,201,0,4,,0,0,2,0,1,0
,"VILLAGE OF MENOMONEE FALLS WARD 5",935,542,383,2,5,,0,0,1,0,0,2
,"VILLAGE OF MENOMONEE FALLS WARD 6","1,188",720,453,3,5,,1,0,2,0,0,4
,"VILLAGE OF MENOMONEE FALLS WARD 7",498,308,184,2,2,,0,0,0,0,0,2
,"VILLAGE OF MENOMONEE FALLS WARD 8",784,474,304,0,4,,1,0,0,0,0,1
,"VILLAGE OF MENOMONEE FALLS WARD 9",953,532,401,2,9,,0,0,1,0,0,8
,"VILLAGE OF MENOMONEE FALLS WARD 10",839,548,281,0,7,,1,0,2,0,0,0
