city,county,totalvote16,REP16,DEM16,CON16,LIB16,hidden16,WGR16,IND16,SCATTERING16,totalvote12,REP12,DEM12,CON12,IND12,hidden12,SCATTERING12
TOWN OF MENOMINEE,MENOMINEE,1308,267,1002,3,12,0,24,0,0,1377,179,1191,1,6,0,0
VILLAGE OF BAYSIDE,MILWAUKEE,2864,866,1849,5,83,0,11,21,29,2843,1258,1562,0,21,0,0
VILLAGE OF BROWN DEER,MILWAUKEE,6917,2038,4408,37,218,0,64,42,110,7366,2621,4655,15,60,0,0
VILLAGE OF FOX POINT,MILWAUKEE,4504,1425,2790,5,136,0,32,31,85,4610,2148,2426,1,32,0,0
VILLAGE OF GREENDALE,MILWAUKEE,8499,4136,3815,28,280,0,72,74,94,9110,5029,3996,10,63,0,0
VILLAGE OF HALES CORNERS,MILWAUKEE,4418,2389,1722,19,144,0,45,33,66,4718,2799,1862,8,42,0,0
VILLAGE OF RIVER HILLS,MILWAUKEE,1151,494,585,2,32,0,4,6,28,1181,678,493,0,7,0,0
VILLAGE OF SHOREWOOD,MILWAUKEE,8528,1407,6527,17,255,0,125,49,148,8824,2380,6320,5,103,0,0
VILLAGE OF WEST MILWAUKEE,MILWAUKEE,1614,478,1025,6,50,0,16,13,26,1746,617,1104,5,15,0,0
VILLAGE OF WHITEFISH BAY,MILWAUKEE,9024,2664,5644,25,342,0,73,42,234,9303,4401,4818,6,66,0,0
CITY OF CUDAHY,MILWAUKEE,9048,3939,4514,32,308,0,109,47,99,9938,4185,5621,17,96,0,0
CITY OF FRANKLIN,MILWAUKEE,19768,10569,8048,60,661,0,117,128,185,20152,11849,8163,25,82,0,0
CITY OF GLENDALE,MILWAUKEE,8070,2309,5313,15,228,0,78,42,85,8667,3218,5356,10,65,0,0
CITY OF GREENFIELD,MILWAUKEE,19366,9290,8767,74,703,0,143,126,263,20378,10422,9750,26,155,0,0
CITY OF MILWAUKEE,MILWAUKEE,246617,45422,188700,619,6252,0,2687,859,2078,287387,56687,227810,321,2120,0,0
CITY OF OAK CREEK,MILWAUKEE,17833,9039,7639,63,663,0,117,112,200,18650,10033,8442,25,126,0,0
CITY OF ST. FRANCIS,MILWAUKEE,5072,2002,2676,17,216,0,68,28,65,5341,2296,2977,3,56,0,0
CITY OF SOUTH MILWAUKEE,MILWAUKEE,10285,4757,4818,37,415,0,117,57,84,10960,4962,5820,29,121,0,0
CITY OF WAUWATOSA,MILWAUKEE,28711,10037,16314,88,1332,0,276,304,360,29859,14547,14966,24,275,0,0
CITY OF WEST ALLIS,MILWAUKEE,28764,12808,13668,113,1272,0,374,161,368,31543,14794,16297,64,338,0,0
TOWN OF ADRIAN,MONROE,415,280,118,1,12,0,2,0,2,410,244,163,0,3,0,0
TOWN OF ANGELO,MONROE,617,388,202,3,14,0,5,0,5,587,326,252,3,6,0,0
TOWN OF BYRON,MONROE,600,373,184,4,22,0,4,0,13,581,291,281,0,3,0,0
TOWN OF CLIFTON,MONROE,222,136,79,2,3,0,1,1,0,224,106,114,1,2,0,0
TOWN OF GLENDALE,MONROE,303,197,89,0,8,0,8,0,1,316,183,125,2,6,0,0
TOWN OF GRANT,MONROE,243,181,49,1,7,0,3,0,2,222,149,70,1,2,0,0
TOWN OF GREENFIELD,MONROE,389,251,122,3,8,0,2,0,3,390,230,157,0,3,0,0
TOWN OF JEFFERSON,MONROE,284,171,105,1,5,0,1,0,1,275,128,146,0,1,0,0
TOWN OF LAFAYETTE,MONROE,180,113,51,2,10,0,2,1,1,158,92,63,0,1,0,0
TOWN OF LA GRANGE,MONROE,1044,627,336,12,35,0,13,9,12,1044,572,462,3,7,0,0
TOWN OF LEON,MONROE,592,384,176,5,16,0,7,1,3,589,342,243,1,2,0,0
TOWN OF LINCOLN,MONROE,437,319,94,5,14,0,1,3,1,432,291,136,1,3,0,0
TOWN OF LITTLE FALLS,MONROE,700,436,214,4,31,0,9,2,4,693,319,367,0,4,0,0
TOWN OF NEW LYME,MONROE,98,65,28,2,2,0,0,0,1,90,48,41,0,1,0,0
TOWN OF OAKDALE,MONROE,378,259,101,1,9,0,3,1,4,344,189,152,0,2,0,0
TOWN OF PORTLAND,MONROE,396,226,157,0,11,0,1,1,0,376,181,189,0,3,0,0
TOWN OF RIDGEVILLE,MONROE,251,137,99,5,7,0,0,1,2,252,122,130,0,0,0,0
TOWN OF SCOTT,MONROE,46,37,5,0,3,0,1,0,0,56,43,13,0,0,0,0
TOWN OF SHELDON,MONROE,217,156,55,1,2,0,3,0,0,224,147,75,0,2,0,0
TOWN OF SPARTA,MONROE,1566,904,567,9,52,0,16,7,11,1578,814,745,5,12,0,0
TOWN OF TOMAH,MONROE,736,468,230,9,22,0,5,1,1,705,413,286,1,5,0,0
TOWN OF WELLINGTON,MONROE,254,125,108,0,12,0,4,2,3,265,115,145,0,4,0,0
TOWN OF WELLS,MONROE,276,171,90,1,10,0,2,1,1,276,137,138,0,1,0,0
TOWN OF WILTON,MONROE,242,156,64,0,16,0,3,0,3,245,120,120,0,5,0,0
VILLAGE OF CASHTON,MONROE,450,236,185,2,20,0,2,0,5,469,183,278,0,8,0,0
VILLAGE OF KENDALL,MONROE,202,110,79,1,5,0,6,0,1,193,65,124,0,4,0,0
VILLAGE OF MELVINA,MONROE,38,22,16,0,0,0,0,0,0,31,13,18,0,0,0,0
VILLAGE OF NORWALK,MONROE,208,108,92,3,5,0,0,0,0,213,97,114,0,2,0,0
VILLAGE OF OAKDALE,MONROE,116,69,37,0,6,0,2,2,0,112,58,54,0,0,0,0
VILLAGE OF WARRENS,MONROE,215,146,59,2,5,0,0,0,3,204,127,71,1,5,0,0
VILLAGE OF WILTON,MONROE,228,106,102,2,12,0,5,0,1,221,95,125,0,1,0,0
VILLAGE OF WYEVILLE,MONROE,60,36,19,1,2,0,1,0,1,58,30,25,1,1,0,0
CITY OF SPARTA,MONROE,3806,1884,1646,10,153,0,49,16,48,3815,1653,2096,9,48,0,0
CITY OF TOMAH,MONROE,3890,2079,1494,21,168,0,71,21,36,3837,1752,1997,18,55,0,0
TOWN OF ABRAMS,OCONTO,1040,714,281,5,27,0,7,3,3,1052,594,443,1,13,0,0
TOWN OF BAGLEY,OCONTO,180,133,42,2,3,0,0,0,0,164,91,70,0,3,0,0
TOWN OF BRAZEAU,OCONTO,805,560,222,0,16,0,4,1,2,787,447,332,1,5,0,0
TOWN OF BREED,OCONTO,368,267,79,1,17,0,1,3,0,375,224,140,5,5,0,0
TOWN OF CHASE,OCONTO,1596,1057,455,3,66,0,9,4,2,1588,893,672,5,14,0,0
TOWN OF DOTY,OCONTO,205,129,64,2,6,0,3,0,1,197,128,69,0,0,0,0
TOWN OF GILLETT,OCONTO,555,439,94,3,11,0,5,0,3,558,381,170,0,7,0,0
TOWN OF HOW,OCONTO,317,229,72,1,9,0,1,5,0,326,206,110,0,9,0,0
TOWN OF LAKEWOOD,OCONTO,577,365,192,2,9,0,3,3,3,570,324,239,1,6,0,0
TOWN OF LENA,OCONTO,380,264,98,1,15,0,0,0,2,369,198,168,1,2,0,0
TOWN OF LITTLE RIVER,OCONTO,559,379,154,3,6,0,9,2,6,561,271,284,0,5,0,0
TOWN OF LITTLE SUAMICO,OCONTO,2836,1922,774,13,95,0,13,4,15,2564,1511,1027,4,20,0,0
TOWN OF MAPLE VALLEY,OCONTO,364,269,86,0,7,0,2,0,0,383,233,145,1,4,0,0
TOWN OF MORGAN,OCONTO,572,408,136,5,14,0,4,4,1,567,328,230,1,8,0,0
TOWN OF MOUNTAIN,OCONTO,472,288,160,0,15,0,4,2,3,551,285,261,0,5,0,0
TOWN OF OCONTO,OCONTO,744,496,222,10,13,0,2,0,1,740,382,355,1,1,0,0
TOWN OF OCONTO FALLS,OCONTO,664,446,184,7,22,0,3,2,0,666,388,266,2,9,0,0
TOWN OF PENSAUKEE,OCONTO,797,524,243,1,17,0,3,5,4,752,403,341,1,7,0,0
TOWN OF RIVERVIEW,OCONTO,500,287,193,1,15,0,3,0,1,507,245,260,1,1,0,0
TOWN OF SPRUCE,OCONTO,470,322,131,2,10,0,1,1,3,443,235,203,0,5,0,0
TOWN OF STILES,OCONTO,819,527,246,5,32,0,5,1,3,796,413,368,2,11,0,0
TOWN OF TOWNSEND,OCONTO,670,396,252,2,17,0,1,2,0,658,351,297,1,6,0,0
TOWN OF UNDERHILL,OCONTO,418,284,118,2,11,0,0,1,2,421,229,190,0,2,0,0
VILLAGE OF LENA,OCONTO,257,164,84,1,4,0,1,1,2,248,112,131,1,4,0,0
VILLAGE OF SURING,OCONTO,210,153,50,0,4,0,0,1,2,222,120,97,2,3,0,0
CITY OF GILLETT,OCONTO,580,358,196,3,14,0,5,1,3,594,308,282,1,1,0,0
CITY OF OCONTO,OCONTO,2015,1179,737,7,62,0,20,7,3,1968,813,1130,3,18,0,0
CITY OF OCONTO FALLS,OCONTO,1236,786,375,7,53,0,9,2,4,1232,628,585,0,17,0,0
TOWN OF CASSIAN,ONEIDA,685,393,250,4,22,0,7,1,8,706,377,324,2,3,0,0
TOWN OF CRESCENT,ONEIDA,1298,712,525,4,37,0,4,8,8,1329,620,696,3,10,0,0
TOWN OF ENTERPRISE,ONEIDA,229,147,72,2,5,0,2,0,1,238,131,104,0,3,0,0
TOWN OF HAZELHURST,ONEIDA,844,484,332,0,17,0,10,0,1,823,445,370,1,2,0,0
TOWN OF LAKE TOMAHAWK,ONEIDA,648,399,224,2,16,0,1,4,2,661,383,271,3,2,0,0
TOWN OF LITTLE RICE,ONEIDA,222,159,58,0,3,0,1,0,1,227,123,101,0,3,0,0
TOWN OF LYNNE,ONEIDA,81,56,20,0,2,0,1,1,1,87,42,42,0,3,0,0
TOWN OF MINOCQUA,ONEIDA,3089,1922,1026,12,78,0,20,6,25,3100,1853,1221,4,17,0,0
TOWN OF MONICO,ONEIDA,156,110,40,1,4,0,1,0,0,158,105,49,1,3,0,0
TOWN OF NEWBOLD,ONEIDA,1742,965,670,12,64,0,13,5,13,1701,855,827,5,12,0,0
TOWN OF NOKOMIS,ONEIDA,852,473,340,1,20,0,11,3,4,878,387,480,2,6,0,0
TOWN OF PELICAN,ONEIDA,1519,807,603,7,61,0,12,11,18,1521,709,782,5,21,0,0
TOWN OF PIEHL,ONEIDA,50,32,17,0,0,0,1,0,0,55,23,31,0,1,0,0
TOWN OF PINE LAKE,ONEIDA,1623,852,658,8,66,0,16,12,11,1590,733,834,3,16,0,0
TOWN OF SCHOEPKE,ONEIDA,231,136,90,0,2,0,2,0,1,244,124,119,1,0,0,0
TOWN OF STELLA,ONEIDA,376,200,156,2,9,0,5,1,3,367,162,202,1,2,0,0
TOWN OF SUGAR CAMP,ONEIDA,1141,717,361,3,43,0,5,7,5,1117,678,418,1,17,0,0
TOWN OF THREE LAKES,ONEIDA,1572,1026,448,5,56,0,19,7,11,1508,925,560,4,15,0,0
TOWN OF WOODBORO,ONEIDA,534,292,196,6,31,0,1,4,4,534,260,272,0,2,0,0
TOWN OF WOODRUFF,ONEIDA,1285,746,483,4,31,0,10,1,10,1272,679,576,4,10,0,0
CITY OF RHINELANDER,ONEIDA,3354,1504,1540,22,184,0,57,17,30,3536,1303,2173,11,38,0,0
TOWN OF BLACK CREEK,OUTAGAMIE,683,460,194,5,17,0,5,2,0,665,392,262,1,8,0,0
TOWN OF BOVINA,OUTAGAMIE,632,427,184,2,17,0,2,0,0,637,349,284,0,4,0,0
TOWN OF BUCHANAN,OUTAGAMIE,3850,2110,1497,15,166,0,28,34,0,3896,2138,1701,8,47,0,0
TOWN OF CENTER,OUTAGAMIE,2114,1421,572,11,91,0,11,8,0,2094,1311,746,3,27,0,0
TOWN OF CICERO,OUTAGAMIE,516,312,175,3,19,0,6,1,0,557,317,236,0,4,0,0
TOWN OF DALE,OUTAGAMIE,1590,1100,413,10,36,0,15,16,0,1555,974,563,1,15,0,0
TOWN OF DEER CREEK,OUTAGAMIE,284,195,74,5,5,0,5,0,0,286,152,129,0,4,0,0
TOWN OF ELLINGTON,OUTAGAMIE,1662,1208,385,7,44,0,8,10,0,1563,954,590,5,12,0,0
TOWN OF FREEDOM,OUTAGAMIE,3260,2086,972,20,136,0,30,16,0,3218,1836,1344,6,28,0,0
TOWN OF GRAND CHUTE,OUTAGAMIE,11752,6141,4862,61,502,0,128,58,0,11717,6209,5313,22,149,0,0
TOWN OF GREENVILLE,OUTAGAMIE,6555,4226,1963,30,264,0,37,35,0,6080,3807,2205,6,52,0,0
TOWN OF HORTONIA,OUTAGAMIE,636,427,177,3,27,0,2,0,0,619,409,207,1,2,0,0
TOWN OF KAUKAUNA,OUTAGAMIE,726,507,192,1,20,0,2,4,0,718,433,276,3,6,0,0
TOWN OF LIBERTY,OUTAGAMIE,513,365,131,2,11,0,3,1,0,464,283,170,4,5,0,0
TOWN OF MAINE,OUTAGAMIE,456,289,139,0,19,0,3,6,0,428,239,184,0,5,0,0
TOWN OF MAPLE CREEK,OUTAGAMIE,314,223,80,3,6,0,1,1,0,315,177,135,0,3,0,0
TOWN OF ONEIDA,OUTAGAMIE,1924,991,830,9,49,0,38,7,0,2085,897,1155,6,23,0,0
TOWN OF OSBORN,OUTAGAMIE,708,476,196,1,32,0,0,3,0,672,410,248,2,11,0,0
TOWN OF SEYMOUR,OUTAGAMIE,627,447,149,5,20,0,5,1,0,601,379,213,0,8,0,0
TOWN OF VANDENBROEK,OUTAGAMIE,900,581,268,3,37,0,8,3,0,871,511,355,3,1,0,0
VILLAGE OF BEAR CREEK,OUTAGAMIE,144,85,52,1,6,0,0,0,0,138,57,80,0,1,0,0
VILLAGE OF BLACK CREEK,OUTAGAMIE,655,428,191,4,26,0,5,1,0,616,321,289,1,4,0,0
VILLAGE OF COMBINED LOCKS,OUTAGAMIE,2044,1130,793,11,82,0,21,7,0,1936,985,929,3,18,0,0
VILLAGE OF HORTONVILLE,OUTAGAMIE,1489,907,494,5,62,0,13,8,0,1491,827,645,2,16,0,0
VILLAGE OF KIMBERLY,OUTAGAMIE,3590,1749,1562,21,184,0,36,38,0,3604,1619,1936,4,37,0,0
VILLAGE OF LITTLE CHUTE,OUTAGAMIE,5434,2933,2123,35,267,0,49,27,0,5445,2578,2796,12,56,0,0
VILLAGE OF NICHOLS,OUTAGAMIE,114,89,19,1,5,0,0,0,0,106,60,44,0,2,0,0
VILLAGE OF SHIOCTON,OUTAGAMIE,414,238,146,1,14,0,9,6,0,429,171,253,0,4,0,0
VILLAGE OF WRIGHTSTOWN,OUTAGAMIE,117,75,34,1,5,0,1,1,0,106,78,28,0,0,0,0
CITY OF APPLETON,OUTAGAMIE,30337,13146,15065,151,1332,0,393,250,0,31592,14012,16875,62,579,0,0
CITY OF KAUKAUNA,OUTAGAMIE,7565,3722,3333,39,344,0,95,32,0,7698,3250,4343,17,80,0,0
CITY OF NEW LONDON,OUTAGAMIE,640,382,223,3,23,0,6,3,0,682,314,354,3,8,0,0
CITY OF SEYMOUR,OUTAGAMIE,1688,1003,580,11,65,0,21,8,0,1712,923,771,1,16,0,0
TOWN OF BELGIUM,OZAUKEE,909,560,273,5,41,0,8,10,12,900,628,264,2,6,0,0
TOWN OF CEDARBURG,OZAUKEE,4026,2543,1199,4,152,0,29,48,51,4115,3011,1074,4,21,0,0
TOWN OF FREDONIA,OZAUKEE,1261,929,261,6,38,0,8,10,9,1280,963,300,4,11,0,0
TOWN OF GRAFTON,OZAUKEE,2811,1732,876,14,99,0,22,33,35,2927,2015,867,5,35,0,0
TOWN OF PORT WASHINGTON,OZAUKEE,954,606,282,6,33,0,2,12,13,1000,670,322,1,7,0,0
TOWN OF SAUKVILLE,OZAUKEE,1194,869,258,3,39,0,13,3,9,1236,898,327,0,10,0,0
VILLAGE OF BAYSIDE,OZAUKEE,82,28,46,0,0,0,2,3,3,83,36,46,0,1,0,0
VILLAGE OF BELGIUM,OZAUKEE,1262,826,349,2,54,0,8,10,13,1282,854,412,4,10,0,0
VILLAGE OF FREDONIA,OZAUKEE,1246,828,332,12,49,0,6,9,10,1249,877,357,1,12,0,0
VILLAGE OF GRAFTON,OZAUKEE,7068,3981,2581,27,265,0,58,73,83,7282,4646,2558,11,59,0,0
VILLAGE OF NEWBURG,OZAUKEE,47,30,8,0,5,0,2,2,0,48,29,19,0,0,0,0
VILLAGE OF SAUKVILLE,OZAUKEE,2278,1371,749,13,84,0,17,28,16,2454,1523,892,4,31,0,0
VILLAGE OF THIENSVILLE,OZAUKEE,2069,1023,870,15,94,0,25,14,28,2159,1292,841,4,21,0,0
CITY OF CEDARBURG,OZAUKEE,7199,3618,3009,31,314,0,64,84,79,7251,4489,2684,6,59,0,0
CITY OF MEQUON,OZAUKEE,15593,8165,6385,45,546,0,68,144,240,15839,10326,5393,3,92,0,0
CITY OF PORT WASHINGTON,OZAUKEE,6561,3355,2692,22,298,0,55,60,79,6712,3820,2803,3,79,0,0
TOWN OF ALBANY,PEPIN,330,191,111,2,17,0,6,3,0,303,149,154,0,0,0,0
TOWN OF DURAND,PEPIN,361,252,98,1,6,0,4,0,0,359,224,131,0,4,0,0
TOWN OF FRANKFORT,PEPIN,170,98,67,0,3,0,0,2,0,182,65,116,0,1,0,0
TOWN OF LIMA,PEPIN,314,200,98,0,14,0,1,1,0,321,173,147,0,1,0,0
TOWN OF PEPIN,PEPIN,403,226,160,4,8,0,5,0,0,401,177,221,1,1,0,0
TOWN OF STOCKHOLM,PEPIN,145,72,65,2,2,0,3,1,0,137,74,62,1,0,0,0
TOWN OF WATERVILLE,PEPIN,430,290,114,4,17,0,4,1,0,402,213,183,1,5,0,0
TOWN OF WAUBEEK,PEPIN,233,156,73,1,3,0,0,0,0,221,135,84,0,2,0,0
VILLAGE OF PEPIN,PEPIN,406,173,223,3,5,0,2,0,0,428,148,275,1,4,0,0
VILLAGE OF STOCKHOLM,PEPIN,57,22,27,0,3,0,4,1,0,48,10,38,0,0,0,0
CITY OF DURAND,PEPIN,886,526,308,3,38,0,4,7,0,897,426,465,4,2,0,0
TOWN OF CLIFTON,PIERCE,1252,701,461,7,48,0,10,12,13,1237,688,534,1,13,0,0
TOWN OF DIAMOND BLUFF,PIERCE,272,183,73,2,12,0,1,0,1,261,132,125,0,4,0,0
TOWN OF ELLSWORTH,PIERCE,650,390,208,3,38,0,7,2,2,652,364,281,1,6,0,0
TOWN OF EL PASO,PIERCE,385,226,128,8,14,0,8,0,1,376,192,181,0,2,0,0
TOWN OF GILMAN,PIERCE,573,309,229,2,24,0,8,0,1,551,281,260,1,6,0,0
TOWN OF HARTLAND,PIERCE,498,346,120,3,17,0,8,1,3,461,294,163,1,1,0,0
TOWN OF ISABELLE,PIERCE,157,91,57,3,2,0,3,1,0,151,79,68,0,4,0,0
TOWN OF MAIDEN ROCK,PIERCE,333,216,107,1,5,0,3,0,1,322,178,138,2,3,0,0
TOWN OF MARTELL,PIERCE,678,369,260,2,32,0,6,0,9,697,362,317,6,10,0,0
TOWN OF OAK GROVE,PIERCE,1296,761,433,5,69,0,9,11,8,1219,714,484,3,14,0,0
TOWN OF RIVER FALLS,PIERCE,1407,640,654,9,63,0,16,8,17,1456,725,714,2,14,0,0
TOWN OF ROCK ELM,PIERCE,233,122,94,1,9,0,5,0,2,242,106,129,0,4,0,0
TOWN OF SALEM,PIERCE,259,165,86,2,4,0,1,1,0,266,132,130,1,3,0,0
TOWN OF SPRING LAKE,PIERCE,330,202,107,1,13,0,4,3,0,333,166,157,1,8,0,0
TOWN OF TRENTON,PIERCE,976,579,315,4,62,0,7,2,7,984,532,438,2,10,0,0
TOWN OF TRIMBELLE,PIERCE,939,611,274,1,39,0,10,1,3,942,527,407,1,6,0,0
TOWN OF UNION,PIERCE,323,232,72,0,17,0,0,1,1,302,211,83,0,6,0,0
VILLAGE OF BAY CITY,PIERCE,207,129,67,0,10,0,1,0,0,184,93,91,0,0,0,0
VILLAGE OF ELLSWORTH,PIERCE,1394,779,518,5,54,0,17,3,18,1453,721,722,2,6,0,0
VILLAGE OF ELMWOOD,PIERCE,390,247,121,2,12,0,0,1,7,407,196,202,0,8,0,0
VILLAGE OF MAIDEN ROCK,PIERCE,82,48,31,0,0,0,3,0,0,80,28,47,1,1,0,0
VILLAGE OF PLUM CITY,PIERCE,289,163,109,1,13,0,2,1,0,289,158,129,1,1,0,0
VILLAGE OF SPRING VALLEY,PIERCE,695,345,295,4,36,0,9,4,2,712,328,368,2,13,0,0
CITY OF PRESCOTT,PIERCE,2152,1125,845,13,99,0,36,17,17,2077,1049,988,4,30,0,0
CITY OF RIVER FALLS,PIERCE,5606,2293,2735,27,360,0,105,28,58,5366,2141,3079,26,97,0,0
TOWN OF ALDEN,POLK,1541,994,463,2,51,0,22,4,5,1563,897,636,4,22,0,0
TOWN OF APPLE RIVER,POLK,616,364,205,1,39,0,3,4,0,603,330,262,0,10,0,0
TOWN OF BALSAM LAKE,POLK,785,508,254,2,14,0,2,2,3,755,428,320,1,6,0,0
TOWN OF BEAVER,POLK,448,278,145,0,13,0,9,1,2,437,215,208,0,14,0,0
TOWN OF BLACK BROOK,POLK,733,482,204,4,25,0,9,2,7,724,437,269,3,14,0,0
TOWN OF BONE LAKE,POLK,395,235,142,2,10,0,4,2,0,387,203,177,2,4,0,0
TOWN OF CLAM FALLS,POLK,275,178,89,1,6,0,1,0,0,292,137,145,2,7,0,0
TOWN OF CLAYTON,POLK,488,280,183,3,15,0,4,3,0,490,244,238,4,3,0,0
TOWN OF CLEAR LAKE,POLK,448,309,104,5,19,0,8,1,2,422,249,168,1,4,0,0
TOWN OF EUREKA,POLK,929,605,258,2,54,0,10,0,0,895,526,356,2,9,0,0
TOWN OF FARMINGTON,POLK,1031,705,275,3,38,0,9,1,0,1009,602,386,4,17,0,0
TOWN OF GARFIELD,POLK,869,558,270,0,32,0,9,0,0,906,527,362,0,17,0,0
TOWN OF GEORGETOWN,POLK,544,301,225,2,8,0,6,2,0,561,245,309,0,6,0,0
TOWN OF JOHNSTOWN,POLK,266,132,116,5,8,0,5,0,0,279,117,158,0,3,0,0
TOWN OF LAKETOWN,POLK,565,347,189,3,19,0,6,1,0,545,286,253,2,3,0,0
TOWN OF LINCOLN,POLK,1250,790,395,6,36,0,11,3,9,1256,712,527,1,14,0,0
TOWN OF LORAIN,POLK,162,105,44,4,8,0,0,0,1,161,88,71,0,2,0,0
TOWN OF LUCK,POLK,523,335,172,0,9,0,1,2,4,506,251,249,2,4,0,0
TOWN OF MCKINLEY,POLK,191,121,56,1,8,0,2,0,3,198,111,82,1,3,0,0
TOWN OF MILLTOWN,POLK,682,416,225,5,30,0,2,1,3,665,363,286,2,14,0,0
TOWN OF OSCEOLA,POLK,1620,986,518,6,72,0,14,6,18,1551,894,627,1,19,0,0
TOWN OF ST. CROIX FALLS,POLK,668,415,204,5,29,0,10,1,4,624,375,236,0,12,0,0
TOWN OF STERLING,POLK,338,221,95,1,14,0,3,0,4,353,190,156,1,5,0,0
TOWN OF WEST SWEDEN,POLK,396,244,125,2,21,0,3,1,0,379,205,169,0,5,0,0
VILLAGE OF BALSAM LAKE,POLK,437,267,144,1,17,0,5,3,0,462,227,224,0,11,0,0
VILLAGE OF CENTURIA,POLK,311,188,103,2,13,0,5,0,0,343,164,169,4,6,0,0
VILLAGE OF CLAYTON,POLK,196,125,58,0,11,0,0,0,2,204,96,102,1,5,0,0
VILLAGE OF CLEAR LAKE,POLK,496,334,148,0,9,0,4,0,1,486,257,223,1,5,0,0
VILLAGE OF DRESSER,POLK,424,235,149,5,26,0,6,3,0,431,259,166,0,6,0,0
VILLAGE OF FREDERIC,POLK,510,283,187,5,32,0,3,0,0,494,250,241,0,2,0,0
VILLAGE OF LUCK,POLK,561,294,232,5,26,0,4,0,0,523,260,255,0,8,0,0
VILLAGE OF MILLTOWN,POLK,388,246,114,3,18,0,3,3,1,371,159,208,0,2,0,0
VILLAGE OF OSCEOLA,POLK,1189,644,447,3,63,0,16,7,9,1228,608,576,4,34,0,0
VILLAGE OF TURTLE LAKE,POLK,34,22,10,0,1,0,1,0,0,32,15,16,0,1,0,0
CITY OF AMERY,POLK,1340,692,562,15,49,0,13,9,0,1326,629,684,3,10,0,0
CITY OF ST. CROIX FALLS,POLK,1096,571,455,3,42,0,19,6,0,1112,538,559,0,13,0,0
TOWN OF ALBAN,PORTAGE,491,258,216,1,9,0,1,2,4,476,209,265,0,2,0,0
TOWN OF ALMOND,PORTAGE,395,260,113,2,10,0,5,2,3,381,211,166,0,2,0,0
TOWN OF AMHERST,PORTAGE,838,431,376,3,19,0,3,2,4,843,400,435,1,5,0,0
TOWN OF BELMONT,PORTAGE,347,213,121,1,4,0,5,2,1,352,189,162,0,1,0,0
TOWN OF BUENA VISTA,PORTAGE,663,411,228,3,13,0,2,0,6,673,357,309,0,6,0,0
TOWN OF CARSON,PORTAGE,821,484,297,5,16,0,8,3,8,779,375,396,1,6,0,0
TOWN OF DEWEY,PORTAGE,584,298,251,1,18,0,5,4,7,591,281,298,2,9,0,0
TOWN OF EAU PLEINE,PORTAGE,582,343,217,2,16,0,1,2,1,542,294,245,0,2,0,0
TOWN OF GRANT,PORTAGE,1126,695,376,3,27,0,11,5,9,1100,595,488,4,12,0,0
TOWN OF HULL,PORTAGE,3238,1558,1511,6,105,0,26,14,18,3242,1475,1722,5,32,0,0
TOWN OF LANARK,PORTAGE,870,474,348,7,24,0,5,7,5,874,425,432,5,10,0,0
TOWN OF LINWOOD,PORTAGE,669,373,271,3,12,0,5,2,3,660,319,337,0,4,0,0
TOWN OF NEW HOPE,PORTAGE,489,182,273,0,17,0,9,4,4,484,167,313,2,2,0,0
TOWN OF PINE GROVE,PORTAGE,369,232,121,3,8,0,3,0,2,378,193,182,2,1,0,0
TOWN OF PLOVER,PORTAGE,881,514,318,4,28,0,10,3,4,873,480,385,0,8,0,0
TOWN OF SHARON,PORTAGE,1222,707,461,4,36,0,5,7,2,1199,536,652,3,5,0,0
TOWN OF STOCKTON,PORTAGE,1786,951,745,3,47,0,20,6,14,1734,820,884,2,20,0,0
VILLAGE OF ALMOND,PORTAGE,198,116,69,2,7,0,3,0,1,192,91,100,1,0,0,0
VILLAGE OF AMHERST,PORTAGE,567,260,262,5,26,0,7,1,6,560,245,309,1,5,0,0
VILLAGE OF AMHERST JUNCTION,PORTAGE,204,118,76,1,6,0,1,1,1,199,93,103,1,2,0,0
VILLAGE OF JUNCTION CITY,PORTAGE,187,99,77,0,7,0,3,1,0,205,98,103,0,4,0,0
VILLAGE OF MILLADORE,PORTAGE,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
VILLAGE OF NELSONVILLE,PORTAGE,95,35,53,1,1,0,5,0,0,88,29,58,0,1,0,0
VILLAGE OF PARK RIDGE,PORTAGE,349,136,186,0,19,0,4,1,3,335,146,186,0,3,0,0
VILLAGE OF PLOVER,PORTAGE,6465,2931,3076,27,257,0,71,33,70,6591,2995,3495,17,68,0,0
VILLAGE OF ROSHOLT,PORTAGE,247,144,92,3,5,0,0,2,1,227,99,128,0,0,0,0
VILLAGE OF WHITING,PORTAGE,982,421,506,7,30,0,6,2,10,975,351,609,1,12,0,0
CITY OF STEVENS POINT,PORTAGE,13921,4659,7888,60,726,0,359,79,150,14784,5142,9313,25,244,0,0
TOWN OF CATAWBA,PRICE,136,82,41,1,6,0,5,1,0,138,54,77,2,5,0,0
TOWN OF EISENSTEIN,PRICE,351,205,131,2,13,0,0,0,0,385,199,184,0,1,0,0
TOWN OF ELK,PRICE,622,368,221,2,18,0,11,2,0,644,334,295,4,9,0,0
TOWN OF EMERY,PRICE,188,112,67,1,6,0,1,1,0,189,84,102,2,1,0,0
TOWN OF FIFIELD,PRICE,559,333,206,0,17,0,2,1,0,574,306,260,0,7,0,0
TOWN OF FLAMBEAU,PRICE,287,185,86,5,5,0,6,0,0,281,148,128,1,3,0,0
