county_city_key,totalvote16,REP16,DEM16,CON16,LIB16,hidden16,WGR16,IND16,SCATTERING16,totalvote12,REP12,DEM12,CON12,IND12,hidden12,SCATTERING12,scanner,voting_machine
IRON___TOWN OF SAXON,215,130,74,1,6,0,3,0,1,208,96,108,0,4,0,0,None,Dominion (Sequoia)/Command Central-Edge
IRON___TOWN OF SHERMAN,200,130,64,1,3,0,1,0,1,223,131,91,0,1,0,0,None,Dominion (Sequoia)/Command Central-Edge
IRON___CITY OF HURLEY,709,396,281,2,16,0,7,0,7,728,286,431,1,10,0,0,None,Dominion (Sequoia)/Command Central-Edge
IRON___CITY OF MONTREAL,429,232,175,1,7,0,6,3,5,445,195,248,0,2,0,0,None,Dominion (Sequoia)/Command Central-Edge
JACKSON___TOWN OF ADAMS,770,427,301,3,22,0,15,2,0,803,383,417,1,2,0,0,None,Dominion (Sequoia)/Command Central-Edge
JACKSON___TOWN OF ALBION,627,345,248,5,16,0,7,5,1,598,255,337,0,4,0,0,None,Dominion (Sequoia)/Command Central-Edge
JACKSON___TOWN OF ALMA,459,281,152,2,16,0,5,1,2,500,269,224,1,6,0,0,None,Dominion (Sequoia)/Command Central-Edge
JACKSON___TOWN OF BEAR BLUFF,81,69,6,1,3,0,0,2,0,85,67,14,0,2,0,0,None,Dominion (Sequoia)/Command Central-Edge
JACKSON___TOWN OF BROCKWAY,817,331,432,4,27,0,10,1,12,797,226,563,1,4,0,0,None,Dominion (Sequoia)/Command Central-Edge
JACKSON___TOWN OF CITY POINT,99,63,33,0,3,0,0,0,0,110,47,63,0,0,0,0,None,Dominion (Sequoia)/Command Central-Edge
JACKSON___TOWN OF CLEVELAND,254,154,80,0,6,0,5,4,5,232,125,104,0,2,0,0,None,Dominion (Sequoia)/Command Central-Edge
JACKSON___TOWN OF CURRAN,161,85,69,1,5,0,0,0,1,148,50,94,1,0,0,0,None,Dominion (Sequoia)/Command Central-Edge
JACKSON___TOWN OF FRANKLIN,195,100,91,0,2,0,2,0,0,199,50,143,0,4,0,0,None,Dominion (Sequoia)/Command Central-Edge
JACKSON___TOWN OF GARDEN VALLEY,231,142,74,4,6,0,1,2,2,242,136,103,0,1,0,0,None,Dominion (Sequoia)/Command Central-Edge
JACKSON___TOWN OF GARFIELD,333,214,97,1,12,0,3,2,4,323,156,154,5,7,0,0,None,Dominion (Sequoia)/Command Central-Edge
JACKSON___TOWN OF HIXTON,315,203,99,0,9,0,2,2,0,328,156,168,2,2,0,0,None,Dominion (Sequoia)/Command Central-Edge
JACKSON___TOWN OF IRVING,357,191,145,2,16,0,2,0,1,365,143,220,0,2,0,0,None,Dominion (Sequoia)/Command Central-Edge
JACKSON___TOWN OF KNAPP,190,141,47,2,0,0,0,0,0,159,100,56,1,2,0,0,None,Dominion (Sequoia)/Command Central-Edge
JACKSON___TOWN OF KOMENSKY,154,28,114,1,3,0,6,0,2,140,18,122,0,0,0,0,None,Dominion (Sequoia)/Command Central-Edge
JACKSON___TOWN OF MANCHESTER,396,250,118,1,16,0,7,4,0,371,183,183,0,5,0,0,None,Dominion (Sequoia)/Command Central-Edge
JACKSON___TOWN OF MELROSE,226,135,81,0,8,0,0,1,1,221,116,103,0,2,0,0,None,Dominion (Sequoia)/Command Central-Edge
JACKSON___TOWN OF MILLSTON,94,59,30,0,3,0,0,0,2,101,51,49,0,1,0,0,None,Dominion (Sequoia)/Command Central-Edge
JACKSON___TOWN OF NORTH BEND,272,136,120,1,9,0,3,1,2,261,90,169,0,2,0,0,None,Dominion (Sequoia)/Command Central-Edge
JACKSON___TOWN OF NORTHFIELD,355,212,130,3,8,0,0,2,0,335,160,170,2,2,0,0,None,Dominion (Sequoia)/Command Central-Edge
JACKSON___TOWN OF SPRINGFIELD,223,114,94,1,13,0,0,1,0,239,101,134,0,4,0,0,None,Dominion (Sequoia)/Command Central-Edge
JACKSON___VILLAGE OF ALMA CENTER,214,102,96,2,12,0,1,0,1,235,94,138,0,2,0,0,None,Dominion (Sequoia)/Command Central-Edge
JACKSON___VILLAGE OF HIXTON,214,110,95,2,5,0,2,0,0,225,88,137,0,0,0,0,None,Dominion (Sequoia)/Command Central-Edge
JACKSON___VILLAGE OF MELROSE,272,119,129,1,10,0,10,0,3,261,94,165,0,2,0,0,None,Dominion (Sequoia)/Command Central-Edge
JACKSON___VILLAGE OF MERRILLAN,241,107,116,5,8,0,5,0,0,245,71,171,0,3,0,0,None,Dominion (Sequoia)/Command Central-Edge
JACKSON___VILLAGE OF TAYLOR,183,97,71,3,7,0,2,2,1,193,50,141,0,2,0,0,None,Dominion (Sequoia)/Command Central-Edge
JACKSON___CITY OF BLACK RIVER FALLS,1534,691,750,5,55,0,20,6,7,1597,621,956,3,14,0,0,Dominion (Sequoia)/Command Central- Optech Insight,Dominion (Sequoia)/Command Central-Edge
JEFFERSON___TOWN OF AZTALAN,794,446,304,2,20,0,11,8,3,840,425,409,3,3,0,0,ES&S DS200,ES&S ExpressVote
JEFFERSON___TOWN OF COLD SPRING,473,278,167,2,19,0,1,2,4,471,286,175,1,8,0,0,ES&S DS200,ES&S ExpressVote
JEFFERSON___TOWN OF CONCORD,1208,799,337,2,41,0,8,9,12,1251,810,432,0,9,0,0,ES&S DS200,ES&S ExpressVote
JEFFERSON___TOWN OF FARMINGTON,876,583,246,5,28,0,5,2,7,865,533,328,0,2,0,0,ES&S DS200,ES&S ExpressVote
JEFFERSON___TOWN OF HEBRON,611,397,170,2,26,0,4,6,6,651,387,253,1,8,0,0,ES&S DS200,ES&S ExpressVote
JEFFERSON___TOWN OF IXONIA,2745,1875,666,13,115,0,21,29,26,2712,1930,741,6,30,0,0,ES&S DS200,ES&S ExpressVote
JEFFERSON___TOWN OF JEFFERSON,1204,749,383,5,42,0,7,6,12,1247,718,511,4,12,0,0,ES&S DS200,ES&S ExpressVote
JEFFERSON___TOWN OF KOSHKONONG,2098,1211,769,6,56,0,15,17,24,2168,1171,972,6,18,0,0,ES&S DS200,ES&S ExpressVote
JEFFERSON___TOWN OF LAKE MILLS,1230,561,575,4,48,0,10,19,13,1294,633,647,3,9,0,0,ES&S DS200,ES&S ExpressVote
JEFFERSON___TOWN OF MILFORD,630,362,222,4,26,0,9,3,4,635,349,273,5,7,0,0,ES&S DS200,ES&S ExpressVote
JEFFERSON___TOWN OF OAKLAND,1844,829,894,8,55,0,26,3,29,1916,863,1033,4,12,0,0,ES&S DS200,ES&S ExpressVote
JEFFERSON___TOWN OF PALMYRA,763,487,234,5,21,0,6,4,6,771,502,262,1,6,0,0,ES&S DS200,ES&S ExpressVote
JEFFERSON___TOWN OF SULLIVAN,1332,882,360,7,44,0,14,12,13,1339,909,399,3,20,0,0,ES&S DS200,ES&S ExpressVote
JEFFERSON___TOWN OF SUMNER,525,291,203,2,14,0,4,7,4,524,269,253,0,2,0,0,ES&S DS200,ES&S ExpressVote
JEFFERSON___TOWN OF WATERLOO,513,282,191,5,24,0,6,0,5,513,281,228,0,4,0,0,ES&S DS200,ES&S ExpressVote
JEFFERSON___TOWN OF WATERTOWN,1113,771,286,3,31,0,5,3,14,1163,751,402,2,5,0,0,ES&S DS200,ES&S ExpressVote
JEFFERSON___VILLAGE OF JOHNSON CREEK,1514,844,554,11,67,0,7,14,17,1450,797,632,5,15,0,0,ES&S DS200,ES&S ExpressVote
JEFFERSON___VILLAGE OF PALMYRA,901,581,264,2,30,0,12,3,9,937,569,349,3,11,0,0,ES&S DS200,ES&S ExpressVote
JEFFERSON___VILLAGE OF SULLIVAN,360,222,104,1,25,0,5,1,2,349,227,116,0,5,0,0,ES&S DS200,ES&S ExpressVote
JEFFERSON___CITY OF FORT ATKINSON,5897,2537,2905,26,224,0,68,69,68,6179,2662,3421,10,64,0,0,ES&S DS200,ES&S ExpressVote
JEFFERSON___CITY OF JEFFERSON,3495,1705,1547,5,126,0,48,25,39,3596,1590,1946,16,35,0,0,ES&S DS200,ES&S ExpressVote
JEFFERSON___CITY OF LAKE MILLS,3332,1394,1669,9,150,0,50,30,30,3332,1448,1841,4,34,0,0,ES&S DS200,ES&S ExpressVote
JEFFERSON___CITY OF WATERLOO,1621,782,712,5,71,0,28,10,13,1625,693,926,0,4,0,0,ES&S DS200,ES&S ExpressVote
JEFFERSON___CITY OF WATERTOWN,6641,3981,2120,42,277,0,68,87,66,7091,4132,2851,14,80,0,0,ES&S DS200,ES&S ExpressVote
JEFFERSON___CITY OF WHITEWATER,1345,557,657,1,81,0,22,9,18,1320,568,730,2,16,0,0,ES&S DS200,ES&S ExpressVote
JUNEAU___TOWN OF ARMENIA,360,231,115,0,8,0,3,0,3,351,173,171,0,7,0,0,None,Dominion (Sequoia)/Command Central-Edge
JUNEAU___TOWN OF CLEARFIELD,394,245,128,0,10,0,5,5,1,380,188,186,1,5,0,0,None,Dominion (Sequoia)/Command Central-Edge
JUNEAU___TOWN OF CUTLER,203,135,60,0,5,0,2,0,1,192,91,95,2,3,0,0,None,Dominion (Sequoia)/Command Central-Edge
JUNEAU___TOWN OF FINLEY,65,52,13,0,0,0,0,0,0,50,36,13,1,0,0,0,None,Dominion (Sequoia)/Command Central-Edge
JUNEAU___TOWN OF FOUNTAIN,306,200,86,0,7,0,4,2,7,300,150,148,0,1,0,0,None,Dominion (Sequoia)/Command Central-Edge
JUNEAU___TOWN OF GERMANTOWN,821,550,252,2,3,0,2,5,7,786,402,379,1,4,0,0,None,Dominion (Sequoia)/Command Central-Edge
JUNEAU___TOWN OF KILDARE,308,189,101,4,11,0,1,0,2,325,145,177,1,2,0,0,None,Dominion (Sequoia)/Command Central-Edge
JUNEAU___TOWN OF KINGSTON,20,18,2,0,0,0,0,0,0,22,16,5,0,1,0,0,None,Dominion (Sequoia)/Command Central-Edge
JUNEAU___TOWN OF LEMONWEIR,777,473,285,0,10,0,7,2,0,790,335,448,2,4,0,0,None,Dominion (Sequoia)/Command Central-Edge
JUNEAU___TOWN OF LINDINA,401,214,164,1,13,0,4,2,3,412,187,222,0,2,0,0,None,Dominion (Sequoia)/Command Central-Edge
JUNEAU___TOWN OF LISBON,489,304,166,1,14,0,2,2,0,449,207,236,0,5,0,0,None,Dominion (Sequoia)/Command Central-Edge
JUNEAU___TOWN OF LYNDON,628,328,267,3,14,0,13,1,2,634,246,380,0,5,0,0,None,Dominion (Sequoia)/Command Central-Edge
JUNEAU___TOWN OF MARION,246,177,64,0,4,0,0,0,1,253,135,114,0,4,0,0,None,Dominion (Sequoia)/Command Central-Edge
JUNEAU___TOWN OF NECEDAH,1176,837,297,4,22,0,5,6,5,1112,634,455,1,17,0,0,None,Dominion (Sequoia)/Command Central-Edge
JUNEAU___TOWN OF ORANGE,266,172,89,1,2,0,1,0,1,274,141,132,1,0,0,0,None,Dominion (Sequoia)/Command Central-Edge
JUNEAU___TOWN OF PLYMOUTH,304,187,106,2,5,0,1,1,2,337,166,167,1,3,0,0,None,Dominion (Sequoia)/Command Central-Edge
JUNEAU___TOWN OF SEVEN MILE CREEK,168,97,65,1,5,0,0,0,0,170,75,94,0,1,0,0,None,Dominion (Sequoia)/Command Central-Edge
JUNEAU___TOWN OF SUMMIT,327,202,112,3,10,0,0,0,0,330,173,157,0,0,0,0,None,Dominion (Sequoia)/Command Central-Edge
JUNEAU___TOWN OF WONEWOC,325,207,105,2,9,0,2,0,0,335,171,157,1,6,0,0,None,Dominion (Sequoia)/Command Central-Edge
JUNEAU___VILLAGE OF CAMP DOUGLAS,276,183,81,1,7,0,0,0,4,257,120,133,1,3,0,0,None,Dominion (Sequoia)/Command Central-Edge
JUNEAU___VILLAGE OF HUSTLER,102,57,45,0,0,0,0,0,0,92,32,58,0,2,0,0,None,Dominion (Sequoia)/Command Central-Edge
JUNEAU___VILLAGE OF LYNDON STATION,201,97,90,2,5,0,2,0,5,210,61,146,1,2,0,0,None,Dominion (Sequoia)/Command Central-Edge
JUNEAU___VILLAGE OF NECEDAH,385,219,138,4,16,0,2,1,5,419,183,226,1,8,0,0,None,Dominion (Sequoia)/Command Central-Edge
JUNEAU___VILLAGE OF UNION CENTER,98,60,33,1,3,0,1,0,0,101,42,57,0,2,0,0,None,Dominion (Sequoia)/Command Central-Edge
JUNEAU___VILLAGE OF WONEWOC,336,178,133,1,13,0,7,2,2,370,132,235,0,3,0,0,None,Dominion (Sequoia)/Command Central-Edge
JUNEAU___CITY OF ELROY,555,289,220,1,26,0,12,1,6,601,220,362,2,10,0,0,None,Dominion (Sequoia)/Command Central-Edge
JUNEAU___CITY OF MAUSTON,1593,840,679,4,36,0,19,5,10,1666,660,978,5,12,0,0,Dominion (Premier)-Accuvote-OS,Dominion (Premier)-Accuvote TSX
JUNEAU___CITY OF NEW LISBON,605,389,177,3,19,0,10,4,3,609,290,311,0,8,0,0,None,Dominion (Sequoia)/Command Central-Edge
KENOSHA___TOWN OF BRIGHTON,881,589,259,2,26,0,2,3,0,894,575,313,0,3,0,0,ES&S DS200,ES&S ExpressVote
KENOSHA___TOWN OF PARIS,912,568,293,5,32,0,4,10,0,953,572,369,1,10,0,0,ES&S DS200,ES&S ExpressVote
KENOSHA___TOWN OF RANDALL,1733,1105,518,7,70,0,21,12,0,1728,1005,708,3,10,0,0,ES&S DS200,ES&S ExpressVote
KENOSHA___TOWN OF SALEM,5793,3589,1832,43,237,0,61,31,0,5910,3336,2485,8,70,0,0,ES&S DS200,ES&S ExpressVote
KENOSHA___TOWN OF SOMERS,555,296,232,3,12,0,6,6,0,5190,2427,2689,5,55,0,0,ES&S DS200,ES&S ExpressVote
KENOSHA___TOWN OF WHEATLAND,1775,1119,557,6,77,0,8,8,0,1811,1078,708,2,19,0,0,ES&S DS200,ES&S ExpressVote
KENOSHA___VILLAGE OF BRISTOL,2819,1819,854,11,86,0,23,26,0,2859,1754,1074,7,17,0,0,ES&S DS200,ES&S ExpressVote
KENOSHA___VILLAGE OF PADDOCK LAKE,1411,834,495,6,46,0,21,9,0,1521,811,684,2,21,0,0,ES&S DS200,ES&S ExpressVote
KENOSHA___VILLAGE OF PLEASANT PRAIRIE,11069,5814,4644,46,381,0,86,98,0,10988,5619,5241,15,88,0,0,ES&S DS200,ES&S ExpressVote
KENOSHA___VILLAGE OF SILVER LAKE,1205,751,383,4,44,0,13,10,0,1200,643,546,4,7,0,0,ES&S DS200,ES&S ExpressVote
KENOSHA___VILLAGE OF SOMERS,4256,2123,1900,15,141,0,39,38,0,5190,2427,2689,5,55,0,0,ES&S DS200,ES&S ExpressVote
KENOSHA___VILLAGE OF TWIN LAKES,2688,1595,959,12,90,0,19,13,0,2693,1433,1233,1,22,0,0,ES&S DS200,ES&S ExpressVote
KENOSHA___CITY OF KENOSHA,41207,15835,22873,172,1491,0,565,271,0,45148,15722,28817,49,464,0,0,ES&S DS200,ES&S ExpressVote
KEWAUNEE___TOWN OF AHNAPEE,481,258,191,2,27,0,3,0,0,522,246,270,2,4,0,0,Dominion (Sequoia)/Command Central- Optech Insight,Dominion (Sequoia)/Command Central-Edge
KEWAUNEE___TOWN OF CARLTON,580,368,181,3,27,0,0,1,0,601,318,275,2,5,0,0,Dominion (Sequoia)/Command Central- Optech Insight,Dominion (Sequoia)/Command Central-Edge
KEWAUNEE___TOWN OF CASCO,622,425,179,2,12,0,2,2,0,648,377,267,0,4,0,0,Dominion (Sequoia)/Command Central- Optech Insight,Dominion (Sequoia)/Command Central-Edge
KEWAUNEE___TOWN OF FRANKLIN,572,356,184,1,24,0,5,2,0,555,284,260,3,7,0,0,Dominion (Sequoia)/Command Central- Optech Insight,Dominion (Sequoia)/Command Central-Edge
KEWAUNEE___TOWN OF LINCOLN,481,316,142,4,13,0,6,0,0,492,247,240,0,5,0,0,Dominion (Sequoia)/Command Central- Optech Insight,Dominion (Sequoia)/Command Central-Edge
KEWAUNEE___TOWN OF LUXEMBURG,839,609,195,8,20,0,4,3,0,849,556,286,1,6,0,0,Dominion (Sequoia)/Command Central- Optech Insight,Dominion (Sequoia)/Command Central-Edge
KEWAUNEE___TOWN OF MONTPELIER,792,530,223,6,28,0,4,1,0,791,471,309,4,7,0,0,Dominion (Sequoia)/Command Central- Optech Insight,Dominion (Sequoia)/Command Central-Edge
KEWAUNEE___TOWN OF PIERCE,436,229,193,2,10,0,2,0,0,474,219,250,1,3,0,0,Dominion (Sequoia)/Command Central- Optech Insight,Dominion (Sequoia)/Command Central-Edge
KEWAUNEE___TOWN OF RED RIVER,810,522,250,5,23,0,5,5,0,814,462,341,2,5,0,0,Dominion (Sequoia)/Command Central- Optech Insight,Dominion (Sequoia)/Command Central-Edge
KEWAUNEE___TOWN OF WEST KEWAUNEE,738,521,185,5,19,0,3,5,0,677,399,268,2,7,0,0,Dominion (Sequoia)/Command Central- Optech Insight,Dominion (Sequoia)/Command Central-Edge
KEWAUNEE___VILLAGE OF CASCO,283,184,83,1,12,0,1,2,0,284,159,121,0,4,0,0,Dominion (Sequoia)/Command Central- Optech Insight,Dominion (Sequoia)/Command Central-Edge
KEWAUNEE___VILLAGE OF LUXEMBURG,1252,809,393,7,35,0,7,1,0,1302,709,581,3,7,0,0,Dominion (Sequoia)/Command Central- Optech Insight,Dominion (Sequoia)/Command Central-Edge
KEWAUNEE___CITY OF ALGOMA,1477,696,694,12,50,0,23,2,0,1542,631,889,4,16,0,0,Dominion (Sequoia)/Command Central- Optech Insight,Dominion (Sequoia)/Command Central-Edge
KEWAUNEE___CITY OF KEWAUNEE,1404,795,534,6,49,0,14,6,0,1486,669,796,3,14,0,0,Dominion (Sequoia)/Command Central- Optech Insight,Dominion (Sequoia)/Command Central-Edge
LA CROSSE___TOWN OF BANGOR,296,172,104,2,9,0,1,1,7,313,170,137,1,4,0,0,ES&S DS200,ES&S Automark
LA CROSSE___TOWN OF BARRE,732,459,228,6,26,0,6,2,5,712,386,313,2,10,0,0,ES&S DS200,ES&S Automark
LA CROSSE___TOWN OF BURNS,522,306,188,3,13,0,9,0,3,559,266,290,1,0,0,0,ES&S DS200,ES&S Automark
LA CROSSE___TOWN OF CAMPBELL,2464,1104,1192,17,94,0,26,5,26,2545,985,1525,3,29,0,0,ES&S DS200,ES&S Automark
LA CROSSE___TOWN OF FARMINGTON,1087,585,445,3,33,0,15,2,4,1060,441,604,1,10,0,0,ES&S DS200,ES&S Automark
LA CROSSE___TOWN OF GREENFIELD,1184,571,545,1,32,0,14,7,14,1183,579,590,1,12,0,0,ES&S DS200,ES&S Automark
LA CROSSE___TOWN OF HAMILTON,1433,828,533,5,44,0,12,5,6,1453,785,654,2,10,0,0,ES&S DS200,ES&S Automark
LA CROSSE___TOWN OF HOLLAND,2384,1274,934,22,99,0,22,11,22,2251,1138,1069,10,30,0,0,ES&S DS200,ES&S Automark
LA CROSSE___TOWN OF MEDARY,974,440,462,4,30,0,11,16,11,982,480,486,1,10,0,0,ES&S DS200,ES&S Automark
LA CROSSE___TOWN OF ONALASKA,3306,1718,1380,26,114,0,22,20,26,3282,1651,1604,3,21,0,0,ES&S DS200,ES&S Automark
LA CROSSE___TOWN OF SHELBY,3008,1298,1527,14,97,0,31,8,33,3088,1417,1641,4,24,0,0,ES&S DS200,ES&S Automark
LA CROSSE___TOWN OF WASHINGTON,323,155,145,1,17,0,1,2,2,322,135,178,5,2,0,0,ES&S DS200,ES&S Automark
LA CROSSE___VILLAGE OF BANGOR,742,353,340,2,35,0,6,3,3,742,317,416,3,5,0,0,ES&S DS200,ES&S Automark
LA CROSSE___VILLAGE OF HOLMEN,4756,2188,2234,30,191,0,52,18,43,4598,1934,2596,12,49,0,0,ES&S DS200,ES&S Automark
LA CROSSE___VILLAGE OF ROCKLAND,312,157,124,3,17,0,5,3,3,295,143,144,1,5,0,0,ES&S DS200,ES&S Automark
LA CROSSE___VILLAGE OF WEST SALEM,2725,1297,1227,15,110,0,26,22,28,2469,1117,1311,7,30,0,0,ES&S DS200,ES&S Automark
LA CROSSE___CITY OF LA CROSSE,27481,9050,15948,116,1342,0,546,141,338,27763,9109,18093,59,421,0,0,ES&S DS200,ES&S Automark
LA CROSSE___CITY OF ONALASKA,9945,4423,4850,43,370,0,114,48,97,9845,4698,5042,13,80,0,0,ES&S DS200,ES&S Automark
LAFAYETTE___TOWN OF ARGYLE,232,116,108,2,3,0,1,0,2,246,102,142,0,2,0,0,None,Dominion (Sequoia)/Command Central-Edge
LAFAYETTE___TOWN OF BELMONT,319,184,118,4,9,0,3,1,0,318,149,165,2,2,0,0,None,Dominion (Sequoia)/Command Central-Edge
LAFAYETTE___TOWN OF BENTON,244,156,77,0,6,0,3,0,2,250,126,124,0,0,0,0,None,Dominion (Sequoia)/Command Central-Edge
LAFAYETTE___TOWN OF BLANCHARD,167,66,91,0,7,0,2,0,1,175,65,102,0,7,0,0,None,Dominion (Sequoia)/Command Central-Edge
LAFAYETTE___TOWN OF DARLINGTON,496,295,179,2,14,0,2,3,1,489,244,242,1,2,0,0,None,Dominion (Sequoia)/Command Central-Edge
LAFAYETTE___TOWN OF ELK GROVE,205,131,66,1,6,0,1,0,0,210,102,101,2,5,0,0,None,Dominion (Sequoia)/Command Central-Edge
LAFAYETTE___TOWN OF FAYETTE,177,104,66,2,4,0,1,0,0,172,74,95,1,2,0,0,None,Dominion (Sequoia)/Command Central-Edge
LAFAYETTE___TOWN OF GRATIOT,281,182,91,0,5,0,1,0,2,285,156,127,0,1,0,0,None,Dominion (Sequoia)/Command Central-Edge
LAFAYETTE___TOWN OF KENDALL,174,112,57,0,1,0,2,0,2,183,86,93,0,4,0,0,None,Dominion (Sequoia)/Command Central-Edge
LAFAYETTE___TOWN OF LAMONT,159,84,66,0,5,0,3,1,0,159,68,89,0,2,0,0,None,Dominion (Sequoia)/Command Central-Edge
LAFAYETTE___TOWN OF MONTICELLO,68,46,14,1,4,0,1,0,2,60,37,21,0,1,0,0,None,Dominion (Sequoia)/Command Central-Edge
LAFAYETTE___TOWN OF NEW DIGGINGS,238,137,89,1,7,0,2,0,2,251,107,141,1,2,0,0,None,Dominion (Sequoia)/Command Central-Edge
LAFAYETTE___TOWN OF SEYMOUR,161,95,61,0,3,0,1,0,1,156,77,77,0,2,0,0,None,Dominion (Sequoia)/Command Central-Edge
LAFAYETTE___TOWN OF SHULLSBURG,160,87,70,0,3,0,0,0,0,178,71,106,0,1,0,0,None,Dominion (Sequoia)/Command Central-Edge
LAFAYETTE___TOWN OF WAYNE,235,155,63,4,10,0,1,0,2,226,136,88,0,1,0,0,None,Dominion (Sequoia)/Command Central-Edge
LAFAYETTE___TOWN OF WHITE OAK SPRINGS,63,44,18,0,1,0,0,0,0,59,31,28,0,0,0,0,None,Dominion (Sequoia)/Command Central-Edge
LAFAYETTE___TOWN OF WILLOW SPRINGS,360,213,130,2,9,0,2,2,2,378,198,169,0,9,0,0,None,Dominion (Sequoia)/Command Central-Edge
LAFAYETTE___TOWN OF WIOTA,422,225,180,1,13,0,2,0,1,452,200,251,0,1,0,0,None,Dominion (Sequoia)/Command Central-Edge
LAFAYETTE___VILLAGE OF ARGYLE,358,137,193,0,20,0,3,0,5,408,128,274,1,5,0,0,None,Dominion (Sequoia)/Command Central-Edge
LAFAYETTE___VILLAGE OF BELMONT,446,214,199,6,21,0,3,1,2,453,202,249,0,2,0,0,None,Dominion (Sequoia)/Command Central-Edge
LAFAYETTE___VILLAGE OF BENTON,430,190,222,1,15,0,1,0,1,464,143,317,3,1,0,0,None,Dominion (Sequoia)/Command Central-Edge
LAFAYETTE___VILLAGE OF BLANCHARDVILLE,300,105,178,3,9,0,2,1,2,337,105,230,0,2,0,0,None,Dominion (Sequoia)/Command Central-Edge
LAFAYETTE___VILLAGE OF GRATIOT,102,48,51,0,3,0,0,0,0,114,40,73,1,0,0,0,None,Dominion (Sequoia)/Command Central-Edge
LAFAYETTE___VILLAGE OF HAZEL GREEN,10,7,3,0,0,0,0,0,0,7,3,4,0,0,0,0,None,Dominion (Sequoia)/Command Central-Edge
LAFAYETTE___VILLAGE OF SOUTH WAYNE,198,116,72,2,5,0,0,2,1,193,83,103,2,4,0,0,None,Dominion (Sequoia)/Command Central-Edge
LAFAYETTE___CITY OF CUBA CITY,124,57,59,2,3,0,0,0,3,120,41,78,0,1,0,0,None,Dominion (Sequoia)/Command Central-Edge
LAFAYETTE___CITY OF DARLINGTON,1018,454,504,6,33,0,9,7,5,1041,381,647,3,8,0,0,ES&S DS200,ES&S ExpressVote
LAFAYETTE___CITY OF SHULLSBURG,515,217,263,6,19,0,3,2,5,568,159,400,0,9,0,0,None,Dominion (Sequoia)/Command Central-Edge
LANGLADE___TOWN OF ACKLEY,283,185,84,1,11,0,0,2,0,285,162,119,0,3,0,0,None,Dominion (Sequoia)/Command Central-Edge
LANGLADE___TOWN OF AINSWORTH,279,186,81,0,7,0,1,1,3,290,144,141,0,3,0,0,None,Dominion (Sequoia)/Command Central-Edge
LANGLADE___TOWN OF ANTIGO,797,536,224,6,24,0,4,1,2,822,507,313,2,0,0,0,None,Dominion (Sequoia)/Command Central-Edge
LANGLADE___TOWN OF ELCHO,769,495,246,2,23,0,2,1,0,795,421,370,1,3,0,0,None,Dominion (Sequoia)/Command Central-Edge
LANGLADE___TOWN OF EVERGREEN,278,195,72,1,5,0,1,1,3,280,157,122,0,1,0,0,None,Dominion (Sequoia)/Command Central-Edge
LANGLADE___TOWN OF LANGLADE,280,180,90,6,4,0,0,0,0,280,151,127,0,1,0,0,None,Dominion (Sequoia)/Command Central-Edge
LANGLADE___TOWN OF NEVA,503,318,152,0,20,0,3,6,4,533,310,220,0,3,0,0,None,Dominion (Sequoia)/Command Central-Edge
LANGLADE___TOWN OF NORWOOD,534,370,136,2,21,0,5,0,0,524,331,190,1,2,0,0,None,Dominion (Sequoia)/Command Central-Edge
LANGLADE___TOWN OF PARRISH,57,41,14,0,2,0,0,0,0,60,27,32,0,1,0,0,None,Dominion (Sequoia)/Command Central-Edge
LANGLADE___TOWN OF PECK,190,139,43,2,4,0,0,0,2,187,115,68,0,2,0,0,None,Dominion (Sequoia)/Command Central-Edge
LANGLADE___TOWN OF POLAR,575,379,157,2,20,0,6,3,8,613,373,231,1,6,0,0,None,Dominion (Sequoia)/Command Central-Edge
LANGLADE___TOWN OF PRICE,134,86,42,1,2,0,1,2,0,125,68,54,0,1,0,0,None,Dominion (Sequoia)/Command Central-Edge
LANGLADE___TOWN OF ROLLING,786,537,221,1,12,0,7,0,8,800,476,319,2,3,0,0,None,Dominion (Sequoia)/Command Central-Edge
LANGLADE___TOWN OF SUMMIT,98,69,22,1,4,0,2,0,0,98,55,35,1,7,0,0,None,Dominion (Sequoia)/Command Central-Edge
LANGLADE___TOWN OF UPHAM,496,325,160,0,7,0,2,0,2,490,308,182,0,0,0,0,None,Dominion (Sequoia)/Command Central-Edge
LANGLADE___TOWN OF VILAS,128,95,27,1,5,0,0,0,0,134,85,47,0,2,0,0,None,Dominion (Sequoia)/Command Central-Edge
LANGLADE___TOWN OF WOLF RIVER,453,303,135,3,10,0,2,0,0,462,262,194,3,1,0,0,None,Dominion (Sequoia)/Command Central-Edge
LANGLADE___VILLAGE OF WHITE LAKE,150,86,56,0,5,0,2,1,0,174,77,95,1,0,0,0,None,Dominion (Sequoia)/Command Central-Edge
LANGLADE___CITY OF ANTIGO,3396,1953,1288,12,92,0,30,10,11,3567,1787,1714,14,37,0,0,Dominion (Sequoia)/Command Central- Optech Insight,Dominion (Sequoia)/Command Central-Edge
LINCOLN___TOWN OF BIRCH,247,163,72,0,7,0,3,0,2,243,126,116,0,1,0,0,ES&S DS200,ES&S Automark
LINCOLN___TOWN OF BRADLEY,1460,837,543,4,45,0,11,6,14,1543,745,783,2,12,0,0,ES&S DS200,ES&S Automark
LINCOLN___TOWN OF CORNING,460,293,144,2,16,0,0,2,3,446,237,205,3,1,0,0,ES&S DS200,ES&S Automark
